average,country,highestInningScore,inningsBatted,matchesPlayes,name,notOuts,runs,span
17.00, (ENG),17,1,1,AD Pougher,0,17,1892-1892
8.50, (SA),11,2,1,N Reid,0,17,1921-1921
5.66, (PAK),13,3,2,Sohail Tanvir,0,17,2007-2007
8.50, (WI),10*,3,2,PIC Thompson,1,17,1996-1997
8.50, (SL),13*,3,3,AGD Wickremasinghe,1,17,1989-1992
16.00, (INDIA),12,2,1,M Baqa Jilani,1,16,1936-1936
8.00, (ENG),16,2,2,DV Brennan,0,16,1951-1951
8.00, (ZIM),16,2,1,RP Burl,0,16,2017-2017
16.00, (WI),16,1,1,LS Butler,0,16,1955-1955
5.33, (AUS),6*,5,6,W Carkeek,2,16,1912-1912
2.28, (PAK),6,10,10,Imran Khan,3,16,2014-2019
8.00, (SA),10,4,6,CK Langeveldt,2,16,2005-2006
3.20, (ENG),10,7,10,JDF Larter,2,16,1962-1965
8.00, (ENG),10,3,2,James Lillywhite jnr,1,16,1877-1877
16.00, (ZIM),16,1,1,BS Mudzinganyama,0,16,2020-2020
-, (PAK),12*,2,1,Muhammad Musa,2,16,2019-2019
8.00, (WI),8,2,1,R Nanan,0,16,1980-1980
8.00, (BDESH),8*,4,2,Nazmul Hossain,2,16,2004-2011
16.00, (WI),11*,2,1,JM Neblett,1,16,1935-1935
4.00, (SA),8,4,2,AE Ochse,0,16,1889-1889
2.66, (NZ),8*,12,8,MB Owens,6,16,1992-1994
16.00, (SA),8*,2,1,JB Plimsoll,1,16,1947-1947
8.00, (SA),11,2,1,AW Powell,0,16,1899-1899
4.00, (ENG),12,4,4,JM Sims,0,16,1935-1937
5.33, (SA),4*,8,7,DJ Terbrugge,5,16,1998-2004
5.33, (ENG),8,3,2,VP Terry,0,16,1984-1984
4.00, (ENG),7,4,2,A Waddington,0,16,1920-1921
7.50, (PAK),14,2,1,Agha Zahid,0,15,1975-1975
15.00, (PAK),12,2,1,Anwar Khan,1,15,1979-1979
7.50, (INDIA),8,2,1,AL Apte,0,15,1959-1959
15.00, (ENG),15*,2,2,HJ Butler,1,15,1947-1948
3.75, (SA),10,4,2,CG Fichardt,0,15,1892-1896
3.75, (ENG),9,4,2,JC Hartley,0,15,1906-1906
7.50, (AUS),13,2,1,PA Hibbert,0,15,1977-1977
7.50, (ENG),5,8,5,H Howell,6,15,1920-1924
15.00, (ENG),8,2,2,HL Jackson,1,15,1949-1961
15.00, (INDIA),15,1,1,SS Karim,0,15,2000-2000
7.50, (NZ),15,2,1,C Munro,0,15,2013-2013
15.00, (ZIM),14,2,1,T Mupariwa,1,15,2004-2004
15.00, (ZIM),14*,2,1,W Mwayenga,1,15,2005-2005
3.00, (SA),5,9,5,L Ngidi,4,15,2018-2019
7.50, (SA),13,2,1,AW Palm,0,15,1927-1928
7.50, (INDIA),15,2,1,MR Rege,0,15,1949-1949
7.50, (ENG),5*,5,3,MWW Selvey,3,15,1976-1977
7.50, (BDESH),15,2,1,Sohrawordi Shuvo,0,15,2011-2011
14.00, (ENG),8*,3,5,MJC Allom,2,14,1930-1931
7.00, (BDESH),12,2,1,Anwar Hossain,0,14,2002-2002
14.00, (PAK),14,1,1,Azam Khan,0,14,1996-1996
14.00, (PAK),14,1,1,Azhar Khan,0,14,1980-1980
7.00, (NZ),12*,5,3,GF Cresswell,3,14,1949-1951
3.50, (SA),11,4,2,P Hutchinson,0,14,1889-1889
7.00, (IRE),14,2,1,TE Kane,0,14,2018-2018
7.00, (PAK),9*,3,2,Khalid Wazir,1,14,1954-1954
7.00, (ENG),13,2,2,F Martin,0,14,1890-1892
14.00, (AUS),10*,2,1,S Morris,1,14,1885-1885
7.00, (SA),9,2,1,PWA Mulder,0,14,2019-2019
14.00, (ZIM),10,2,1,B Muzarabani,1,14,2017-2017
7.00, (AUS),9,2,1,MJ Nicholson,0,14,1998-1998
7.00, (ENG),10,2,2,ASM Oakman,0,14,1956-1956
14.00, (INDIA),13,2,1,CT Patankar,1,14,1955-1956
-, (INDIA),14*,1,1,SR Patil,1,14,1955-1955
3.50, (SA),5,4,2,HLE Promnitz,0,14,1927-1928
3.50, (SA),13,4,2,A Rose-Innes,0,14,1889-1889
14.00, (BDESH),12*,6,4,Subashis Roy,5,14,2017-2017
14.00, (ENG),14,1,1,NC Tufnell,0,14,1910-1910
14.00, (ENG),11*,2,1,GF Vernon,1,14,1882-1883
4.66, (SL),6*,4,2,KIW Wijegunawardene,1,14,1991-1992
7.00, (BDESH),14,2,1,Ziaur Rahman,0,14,2013-2013
6.50, (INDIA),8,2,1,SN Banerjee,0,13,1949-1949
6.50, (AUS),10,2,1,A Coningham,0,13,1894-1895
6.50, (AUS),7,3,2,WH Cooper,1,13,1881-1884
13.00, (ENG),12,2,2,Hon.CJ Coventry,1,13,1889-1889
6.50, (ENG),8,5,8,TWJ Goddard,3,13,1930-1939
6.50, (ENG),7,2,1,L Hone,0,13,1879-1879
4.33, (BDESH),7*,5,6,Jubair Hossain,2,13,2014-2015
4.33, (INDIA),7,8,4,UN Kulkarni,5,13,1967-1968
6.50, (AUS),9,2,1,HA Musgrove,0,13,1885-1885
6.50, (ENG),13,2,1,PWG Parker,0,13,1981-1981
13.00, (ENG),10*,3,4,R Pollard,2,13,1946-1948
6.50, (INDIA),7,2,2,RR Powar,0,13,2007-2007
4.33, (WI),9,4,2,S Ragoonath,1,13,1999-1999
2.60, (ENG),6*,6,4,RT Stanyforth,1,13,1927-1928
6.50, (SA),9,2,1,RB Stewart,0,13,1889-1889
6.50, (SA),11*,4,4,PHJ Trimborn,2,13,1967-1970
2.60, (NZ),5,5,3,KP Walmsley,0,13,1995-2000
3.25, (WI),10,4,2,CAK Walton,0,13,2009-2009
-, (INDIA),8*,4,3,T Yohannan,4,13,2001-2002
12.00, (SA),11*,2,1,CE Floquet,1,12,1910-1910
6.00, (PAK),12,2,1,Ghulam Abbas,0,12,1967-1967
6.00, (WI),12,2,1,GL Gibbs,0,12,1955-1955
-, (WI),12*,1,1,G Gladstone,1,12,1930-1930
6.00, (ENG),8,3,2,JL Hopwood,1,12,1934-1934
4.00, (SL),11*,4,2,LWS Kaluperuma,1,12,1982-1982
6.00, (WI),10,2,2,NT Pascal,0,12,2010-2010
12.00, (ENG),8*,2,1,ACS Pigott,1,12,1984-1984
12.00, (NZ),12,1,1,GK Robertson,0,12,1986-1986
12.00, (PAK),12,1,1,Shahid Saeed,0,12,1989-1989
6.00, (AFG),6*,3,2,Wafadar Momand,1,12,2018-2019
6.00, (AUS),7,2,1,FH Walters,0,12,1885-1885
2.40, (WI),5,6,7,CD Watson,1,12,1960-1962
6.00, (NZ),12,2,3,MG Webb,0,12,1971-1974
5.50, (IRE),8,2,1,MR Adair,0,11,2019-2019
5.50, (SL),11,3,3,FS Ahangama,1,11,1985-1985
11.00, (WI),11*,2,1,BJ Bess,1,11,2010-2010
-, (SA),9*,2,1,EG Bock,2,11,1935-1935
11.00, (ENG),10*,2,1,SJE Brown,1,11,1996-1996
2.75, (WI),5,4,2,SS Cottrell,0,11,2013-2014
1.83, (AUS),3,6,3,WF Giffen,0,11,1887-1892
5.50, (AUS),11,2,1,EJ Gregory,0,11,1877-1877
5.50, (AUS),11,2,1,TU Groube,0,11,1880-1880
5.50, (INDIA),7,2,2,GM Guard,0,11,1958-1960
11.00, (AUS),11,1,1,CEJ Guest,0,11,1963-1963
1.83, (SA),5,8,7,AE Hall,2,11,1923-1931
5.50, (SA),6,2,1,H Klaasen,0,11,2019-2019
5.50, (INDIA),11,3,2,VM Muddiah,1,11,1959-1960
3.66, (WI),9,5,4,JM Noreiga,2,11,1971-1971
3.66, (SA),4*,4,3,AL Ochse,1,11,1928-1929
3.66, (INDIA),10*,4,5,G Sharma,1,11,1985-1990
3.66, (WI),11,3,2,CK Singh,0,11,1960-1960
5.50, (AUS),11,2,1,J Slight,0,11,1880-1880
11.00, (ENG),7*,2,1,GB Street,1,11,1923-1923
5.50, (INDIA),6,2,1,R Vinay Kumar,0,11,2012-2012
3.66, (AUS),8,3,2,MG Waite,0,11,1938-1938
3.66, (SA),10,3,2,KA Walter,0,11,1961-1961
3.66, (ZIM),4*,8,6,BT Watambwa,5,11,2001-2002
3.66, (NZ),5,3,2,PN Webb,0,11,1980-1980
11.00, (ENG),11,1,1,JJ Whitaker,0,11,1986-1986
10.00, (ENG),5,4,3,JP Agnew,3,10,1984-1985
5.00, (ENG),9,2,1,Kabir Ali,0,10,2003-2003
2.50, (AUS),6,4,4,GD Campbell,0,10,1989-1990
10.00, (AUS),10,1,1,B Casson,0,10,2008-2008
10.00, (SA),10,1,2,AC Dawson,0,10,2003-2003
5.00, (ENG),8,4,3,H Dean,2,10,1912-1912
3.33, (SL),9,3,3,AM de Silva,0,10,1993-1993
10.00, (SL),5*,2,3,WRS de Silva,1,10,2002-2007
3.33, (NZ),4,5,5,CJ Drum,2,10,2001-2002
5.00, (ENG),10,2,1,GM Emmett,0,10,1948-1948
2.50, (ENG),7,7,4,ESH Giddins,3,10,1999-2000
3.33, (AUS),8,4,2,JR Hodges,1,10,1877-1877
5.00, (SA),7,2,1,CL Johnson,0,10,1896-1896
-, (ENG),10*,1,1,TA Lloyd,1,10,1984-1984
10.00, (AUS),10,1,1,CJ McKay,0,10,2009-2009
5.00, (AUS),10,2,1,JM Mennie,0,10,2016-2016
5.00, (NZ),10,2,1,BD Morrison,0,10,1963-1963
5.00, (ZIM),10,2,1,DT Mutendera,0,10,2000-2000
5.00, (PAK),7,4,4,Naseem Shah,2,10,2019-2020
5.00, (INDIA),9,2,1,AM Pai,0,10,1969-1969
10.00, (ENG),10,1,1,KE Palmer,0,10,1965-1965
3.33, (INDIA),9,4,2,Pankaj Singh,1,10,2014-2014
5.00, (PAK),8,2,1,SF Rehman,0,10,1958-1958
5.00, (AUS),9,2,1,JPF Travers,0,10,1902-1902
3.33, (SL),6,3,2,KEA Upashantha,0,10,1999-2002
5.00, (SL),10,2,1,PK Wijetunge,0,10,1993-1993
5.00, (ENG),5,2,1,ER Wilson,0,10,1921-1921
5.00, (INDIA),6,2,1,B Yograj Singh,0,10,1981-1981
9.00, (SL),7*,3,2,KN Amalean,2,9,1986-1988
9.00, (ZIM),9,1,1,TS Chisoro,0,9,2017-2017
4.50, (ENG),6*,7,7,LJ Coldwell,5,9,1962-1964
1.80, (SA),3,8,5,EQ Davies,3,9,1936-1939
4.50, (SA),9,2,2,M de Lange,0,9,2011-2012
4.50, (SA),9,2,1,RR Dower,0,9,1899-1899
9.00, (ENG),9,1,1,A Hearne,0,9,1892-1892
9.00, (SA),5*,2,1,BE Hendricks,1,9,2020-2020
-, (PAK),9*,1,1,Iftikhar Anjum,1,9,2006-2006
-, (WI),9*,1,1,TF Johnson,1,9,1939-1939
4.50, (AUS),7,2,1,LR Joslin,0,9,1968-1968
4.50, (AUS),7,2,1,J McIlwraith,0,9,1886-1886
2.25, (ZIM),6,4,2,B Mavuta,0,9,2018-2018
3.00, (PAK),5,4,2,Mohammad Khalil,1,9,2004-2005
2.25, (ZIM),5,4,2,A Ndlovu,0,9,2020-2020
4.50, (SA),7,2,1,NO Norton,0,9,1910-1910
3.00, (AUS),9,3,2,RJ Quiney,0,9,2012-2012
9.00, (PAK),9,1,1,Riaz Afridi,0,9,2004-2004
4.50, (AUS),7,4,4,GF Rorke,2,9,1959-1959
1.50, (SA),6,8,9,BN Schultz,2,9,1992-1997
4.50, (INDIA),8,2,1,AK Sengupta,0,9,1959-1959
9.00, (ENG),5*,2,1,FW Tate,1,9,1902-1902
9.00, (SA),9,1,1,DS Tomlinson,0,9,1935-1935
-, (PAK),9*,2,2,Zakir Khan,2,9,1986-1989
-, (PAK),8*,1,1,Agha Saadat Ali,1,8,1955-1955
2.00, (BDESH),4,5,3,Alamgir Kabir,1,8,2002-2004
4.00, (WI),6,2,1,HS Chang,0,8,1979-1979
8.00, (WI),5*,3,4,UG Dowe,2,8,1971-1973
8.00, (ENG),6*,2,1,FJ Durston,1,8,1921-1921
-, (AUS),8*,1,1,PA Emery,1,8,1994-1994
2.00, (SA),7*,6,5,N Gordon,2,8,1938-1939
4.00, (AUS),6,2,1,J Harry,0,8,1895-1895
8.00, (NZ),6,2,1,M Henderson,1,8,1930-1930
4.00, (SA),8,2,1,CFW Hime,0,8,1896-1896
4.00, (INDIA),5,3,2,DJ Johnson,1,8,1996-1996
4.00, (SL),7,2,1,S Kalavitigoda,0,8,2005-2005
8.00, (ZIM),8*,2,1,ACI Lock,1,8,1995-1995
4.00, (AUS),5,2,1,HSB Love,0,8,1933-1933
4.00, (NZ),8,2,1,DAN McRae,0,8,1946-1946
2.66, (ENG),4,3,2,NA Mallender,0,8,1992-1992
4.00, (WI),8,2,1,NE Marshall,0,8,1955-1955
8.00, (NZ),4*,3,3,BD Milburn,2,8,1969-1969
-, (PAK),8*,1,1,Mufasir-ul-Haq,1,8,1965-1965
2.00, (ZIM),8,4,2,N M'shangwe,0,8,2014-2014
1.60, (NZ),3*,6,3,GWF Overton,1,8,1953-1954
8.00, (WI),8*,2,2,AL Padmore,1,8,1976-1976
-, (ENG),8*,1,1,GH Pope,1,8,1947-1947
4.00, (ZIM),7,2,1,U Ranchod,0,8,1993-1993
2.66, (INDIA),8*,6,4,CR Rangachari,3,8,1948-1948
8.00, (INDIA),4*,2,1,KV Sharma,1,8,2014-2014
2.00, (SA),5,4,2,JT Willoughby,0,8,1896-1896
1.75, (ENG),6,4,2,RJ Blakey,0,7,1993-1993
3.50, (INDIA),4,2,1,N Chopra,0,7,2000-2000
3.50, (SA),7,2,1,FJ Cook,0,7,1896-1896
3.50, (BDESH),5,2,1,Ehsanul Haque,0,7,2002-2002
3.50, (BDESH),5,2,1,Faisal Hossain,0,7,2004-2004
3.50, (SA),5,2,1,WHB Frank,0,7,1896-1896
3.50, (SA),7,2,1,RHM Hands,0,7,1914-1914
2.33, (NZ),6,5,3,RI Harford,2,7,1968-1968
7.00, (AFG),7,1,1,Ikram Alikhil,0,7,2019-2019
3.50, (SA),7,2,2,SD Jack,0,7,1994-1995
1.75, (NZ),7,4,2,CM Kuggeleijn,0,7,1988-1988
7.00, (ENG),5,2,1,WHV Levett,1,7,1934-1934
2.33, (NZ),4*,7,5,TG McMahon,4,7,1955-1956
7.00, (NZ),7,1,2,AM Matheson,0,7,1930-1931
3.50, (ENG),7,2,1,W Mead,0,7,1899-1899
1.40, (PAK),6*,6,5,Mohammad Zahid,1,7,1996-2003
2.33, (PAK),4,4,3,Munir Malik,1,7,1959-1962
7.00, (INDIA),6*,2,1,S Nyalchand,1,7,1952-1952
3.50, (INDIA),6,2,1,GAHM Parkar,0,7,1982-1982
3.50, (BDESH),6,2,1,Rafiqul Islam,0,7,2002-2002
-, (PAK),7*,1,1,Shahid Israr,1,7,1976-1976
7.00, (ENG),7,1,1,H Smith,0,7,1928-1928
3.50, (ENG),6,3,2,J Southerton,1,7,1877-1877
7.00, (ENG),7,1,1,A Warren,0,7,1905-1905
-, (WI),7*,1,1,DM Washington,1,7,2005-2005
3.50, (ENG),6,2,3,GEC Wood,0,7,1924-1924
6.00, (INDIA),6,1,1,SA Ankola,0,6,1989-1989
3.00, (AUS),2*,3,2,MA Beer,1,6,2011-2012
3.00, (ENG),4*,4,2,R Berry,2,6,1950-1950
3.00, (INDIA),6,3,2,AR Bhat,1,6,1983-1983
2.00, (WI),5,3,2,JH Cameron,0,6,1939-1939
2.00, (INDIA),4,3,3,PP Chawla,0,6,2006-2012
-, (SA),3*,2,1,DP Conyngham,2,6,1923-1923
3.00, (SA),6,2,1,AHC Cooper,0,6,1913-1913
6.00, (ENG),6,1,3,WH Copson,0,6,1939-1947
-, (AUS),6*,1,1,G Coulthard,1,6,1882-1882
3.00, (ENG),4,2,1,MS Crane,0,6,2018-2018
2.00, (AUS),5,3,2,AC Dale,0,6,1998-1999
-, (AUS),3*,2,2,AR Dell,2,6,1971-1974
3.00, (AUS),5,2,4,SH Emery,0,6,1912-1912
3.00, (SA),6,2,1,CE Finlason,0,6,1889-1889
1.50, (SL),3,8,5,PLS Gamage,4,6,2017-2018
3.00, (AUS),3,4,3,RA Gaunt,2,6,1958-1964
1.50, (SA),4,4,2,R Graham,0,6,1899-1899
2.00, (INDIA),6,4,3,Harvinder Singh,1,6,1998-2001
3.00, (AUS),3,7,4,JM Holland,5,6,2016-2018
3.00, (ENG),3*,5,3,AP Igglesden,3,6,1989-1994
3.00, (INDIA),6,2,2,VV Kumar,0,6,1961-1961
1.50, (ENG),2*,6,4,F Morley,2,6,1880-1883
-, (AUS),6*,2,2,SA Muller,2,6,1999-1999
3.00, (ZIM),6,2,1,TK Musakanda,0,6,2017-2017
3.00, (SA),6,2,1,DC Parkin,0,6,1892-1892
3.00, (ENG),6,2,1,WFF Price,0,6,1938-1938
3.00, (SA),5,2,1,CFH Prince,0,6,1899-1899
6.00, (INDIA),3*,2,1,Rajinder Pal,1,6,1964-1964
6.00, (INDIA),6*,2,2,V Razdan,1,6,1989-1989
3.00, (SA),6,2,1,AR Richards,0,6,1896-1896
3.00, (ENG),4,2,1,TL Richmond,0,6,1921-1921
3.00, (SA),3,2,1,MW Rushmere,0,6,1992-1992
2.00, (SL),6*,4,7,KJ Silva,1,6,1995-1998
6.00, (ENG),6,1,1,RA Sinfield,0,6,1938-1938
3.00, (ENG),6,2,1,R Wood,0,6,1887-1887
5.00, (AUS),5,1,1,FE Allan,0,5,1879-1879
-, (WI),4*,2,2,IBA Allen,2,5,1991-1991
2.50, (NZ),4,2,1,WM Anderson,0,5,1946-1946
2.50, (ENG),4,2,1,SG Borthwick,0,5,2014-2014
-, (SA),5*,2,1,T Bosch,2,5,1992-1992
2.50, (WI),5,2,1,GR Breese,0,5,2002-2002
1.66, (AUS),3,4,5,GE Corling,1,5,1964-1964
2.50, (ENG),3,2,1,A Ducat,0,5,1921-1921
2.50, (AUS),5,2,1,KH Eastwood,0,5,1971-1971
2.50, (WI),5,2,1,JN Hamilton,0,5,2019-2019
2.50, (AUS),5,2,2,A Hurwood,0,5,1930-1931
-, (INDIA),4*,2,1,RJD Jamshedji,2,5,1933-1933
5.00, (INDIA),5,1,1,HK Jayantilal,0,5,1971-1971
2.50, (ZIM),5,2,1,TP Kamungozi,0,5,2014-2014
5.00, (INDIA),4,2,3,NM Kulkarni,1,5,1997-2001
2.50, (ENG),5,2,1,FA MacKinnon,0,5,1879-1879
1.25, (BDESH),2,7,4,Mahbubul Alam,3,5,2008-2008
2.50, (AUS),5,2,1,AP Marr,0,5,1885-1885
2.50, (WI),5,2,1,NO Miller,0,5,2009-2009
5.00, (ENG),5,1,1,NS Mitchell-Innes,0,5,1935-1935
5.00, (WI),5,1,1,GH Mudie,0,5,1935-1935
5.00, (WI),5,1,1,TRO Payne,0,5,1986-1986
5.00, (SL),5,1,1,S Prasanna,0,5,2011-2011
2.50, (AUS),3,2,1,RH Robinson,0,5,1936-1936
5.00, (WI),5,1,1,AHP Scott,0,5,1953-1953
5.00, (SL),5,1,1,SMSM Senanayake,0,5,2013-2014
5.00, (ENG),5,1,1,A Shahzad,0,5,2010-2010
2.50, (SA),4,2,1,GL Tapscott,0,5,1913-1913
4.00, (INDIA),2*,2,2,B Arun,1,4,1986-1987
4.00, (NZ),4,1,1,HK Bennett,0,4,2010-2010
4.00, (ENG),4,1,1,ID Blackwell,0,4,2006-2006
2.00, (NZ),3,2,1,C Burke,0,4,1946-1946
2.00, (AUS),2*,4,2,FJ Burton,2,4,1887-1888
4.00, (SA),4*,2,1,ID Buys,1,4,1922-1922
4.00, (SA),4,1,1,JAK Cochran,0,4,1931-1931
2.00, (ENG),4,2,1,C Cook,0,4,1947-1947
2.00, (AUS),3,2,1,JT Cottam,0,4,1887-1887
0.66, (BDESH),2,10,6,Ebadat Hossain,4,4,2019-2020
2.00, (AUS),3,2,1,CJ Ferguson,0,4,2016-2016
2.00, (NZ),2,2,1,H Foley,0,4,1930-1930
4.00, (SA),3,2,1,RA Gleeson,1,4,1896-1896
1.33, (ENG),2,4,4,T Greenhough,1,4,1959-1960
4.00, (NZ),3,2,4,MJ Haslam,1,4,1992-1995
4.00, (PAK),3,2,1,Irfan Fazil,1,4,2000-2000
2.00, (ZIM),2*,3,5,MP Jarvis,1,4,1992-1994
4.00, (PAK),2*,2,1,Javed Akhtar,1,4,1962-1962
-, (NZ),4*,1,1,GR Loveridge,1,4,1996-1996
-, (PAK),4*,2,1,Mir Hamza,2,4,2018-2018
2.00, (BDESH),4,2,1,Nazmul Islam,0,4,2018-2018
2.00, (SA),4,2,1,WHM Richards,0,4,1889-1889
4.00, (ENG),4*,2,1,AM Smith,1,4,1997-1997
4.00, (NZ),4,1,1,HD Smith,0,4,1933-1933
2.00, (SA),2,2,1,WRT Solomon,0,4,1899-1899
4.00, (BDESH),4*,2,2,Khaled Ahmed,1,4,2018-2019
2.00, (WI),4*,5,3,JO Taylor,3,4,1958-1959
-, (INDIA),4*,1,1,SN Thakur,1,4,2018-2018
1.00, (ENG),4,4,2,JJ Warr,0,4,1951-1951
2.00, (ENG),4,2,1,AJ Webbe,0,4,1879-1879
4.00, (AUS),4*,2,1,S Young,1,4,1997-1997
3.00, (INDIA),3,1,1,ST Banerjee,0,3,1992-1992
-, (ENG),3*,1,2,A Brown,1,3,1961-1961
3.00, (INDIA),3*,2,2,NR Chowdhury,1,3,1949-1951
1.00, (WI),2,4,3,CB Clarke,1,3,1939-1939
-, (AUS),3*,2,2,SH Cook,2,3,1997-1997
3.00, (AUS),3,1,1,JRF Duncan,0,3,1971-1971
1.50, (PAK),3,2,1,Farooq Hamid,0,3,1964-1964
3.00, (SL),3,1,1,IS Gallage,0,3,1999-1999
3.00, (AUS),3*,5,3,JB Gannon,4,3,1977-1978
3.00, (INDIA),2*,3,2,JK Irani,2,3,1947-1947
0.75, (AUS),1*,7,5,JB Iverson,3,3,1950-1951
3.00, (PAK),2,3,6,Jalal-ud-Din,2,3,1982-1985
1.00, (WI),2,3,2,IS Madray,0,3,1958-1958
1.50, (NZ),3,2,1,MJ Mason,0,3,2004-2004
-, (ENG),3*,1,1,CWL Parker,1,3,1921-1921
1.50, (SA),2*,4,2,GM Parker,2,3,1924-1924
-, (ENG),2*,2,2,RTD Perks,2,3,1939-1939
1.50, (AUS),3,2,1,RJ Pope,0,3,1885-1885
-, (WI),3*,1,2,MA Small,1,3,1984-1984
3.00, (ENG),3,1,1,CA Smith,0,3,1889-1889
1.50, (INDIA),3,2,1,MM Sood,0,3,1960-1960
-, (INDIA),3*,1,2,GR Sunderam,1,3,1955-1956
1.50, (ZIM),3,2,1,CK Tshuma,0,3,2020-2020
3.00, (SL),3,1,1,CDUS Weerasinghe,0,3,1985-1985
3.00, (ENG),3*,2,1,AP Wells,1,3,1995-1995
3.00, (ENG),2,2,3,LL Wilkinson,1,3,1938-1939
-, (ENG),2*,4,2,JH Childs,4,2,1988-1988
-, (INDIA),2*,1,2,V Dahiya,1,2,2000-2000
-, (SA),2*,2,1,JF du Toit,2,2,1892-1892
1.00, (PAK),2,3,5,Ehteshamuddin,1,2,1979-1982
1.00, (NZ),1,2,2,DL Freeman,0,2,1933-1933
1.00, (AUS),2,2,1,PR George,0,2,2010-2010
-, (ENG),2*,1,4,AR Gover,1,2,1936-1946
1.00, (SL),2,2,1,RSA Jayasekera,0,2,1982-1982
0.40, (SA),2,5,3,JJ Kotze,0,2,1902-1907
1.00, (INDIA),2,2,3,RR Kulkarni,0,2,1986-1987
1.00, (NZ),1*,4,2,AF Lissette,2,2,1956-1956
1.00, (AUS),2,2,1,BE McGain,0,2,2009-2009
-, (INDIA),2*,1,2,ES Maka,1,2,1952-1953
-, (ENG),2*,1,1,ADG Matthews,1,2,1937-1937
2.00, (PAK),2,1,1,Qaiser Abbas,0,2,2000-2000
1.00, (BDESH),2,2,1,Ranjan Das,0,2,2000-2000
1.00, (AUS),2,2,1,WR Robertson,0,2,1885-1885
2.00, (WI),2,1,1,AD Russell,0,2,2010-2010
1.00, (INDIA),2,2,1,RL Sanghvi,0,2,2001-2001
2.00, (ENG),2,1,1,A Sidebottom,0,2,1985-1985
2.00, (SA),2,1,1,HM Taberer,0,2,1902-1902
2.00, (INDIA),2,1,1,KK Tarapore,0,2,1948-1948
2.00, (SA),2*,2,1,NHCD Theunissen,1,2,1889-1889
2.00, (INDIA),1*,2,1,JD Unadkat,1,2,2010-2010
1.00, (NZ),2,2,1,L Watt,0,2,1955-1955
1.00, (WI),2,2,1,CA Wiles,0,2,1933-1933
-, (PAK),1*,5,7,Aizaz Cheema,5,1,2011-2012
-, (WI),1*,1,1,Imtiaz Ali,1,1,1976-1976
1.00, (PAK),1*,2,1,Ashfaq Ahmed,1,1,1993-1993
0.50, (SA),1,2,1,WH Ashley,0,1,1889-1889
0.50, (ZIM),1,4,2,MT Chinouya,2,1,2016-2016
0.50, (NZ),1*,4,2,IA Colquhoun,2,1,1955-1955
0.50, (ENG),1,2,1,A Dolphin,0,1,1921-1921
-, (NZ),1*,2,1,LH Ferguson,2,1,2019-2019
1.00, (WI),1,1,1,RL Fuller,0,1,1935-1935
0.25, (SL),1,4,2,BR Jurangpathy,0,1,1985-1986
1.00, (WI),1*,2,2,ESM Kentish,1,1,1948-1954
-, (ENG),1*,1,1,SC Kerrigan,1,1,2013-2013
0.50, (SA),1,2,1,FL le Roux,0,1,1914-1914
1.00, (SA),1,2,1,EB Lundie,1,1,1914-1914
1.00, (PAK),1*,3,2,Miran Bakhsh,2,1,1955-1955
-, (INDIA),1*,1,1,S Nadeem,1,1,2019-2019
0.50, (INDIA),1,2,2,DD Parsana,0,1,1979-1979
0.50, (IRE),1,2,1,SW Poynter,0,1,2019-2019
0.50, (INDIA),1,2,1,L Ramji,0,1,1933-1933
1.00, (AUS),1,1,2,JA Richardson,0,1,2019-2019
0.33, (ENG),1,3,3,MJ Saggers,0,1,2003-2004
-, (NZ),1*,1,1,DG Sewell,1,1,1997-1997
1.00, (PAK),1,1,1,Shakeel Ahmed snr,0,1,1998-1998
-, (AUS),1*,1,1,KN Slater,1,1,1959-1959
-, (ENG),1*,1,2,LB Taylor,1,1,1985-1985
-, (SA),1*,1,1,G Thornton,1,1,1902-1902
-, (AFG),1*,1,1,Waqar Salamkheil,1,1,2019-2019
-, (PAK),1*,2,1,Yasir Ali,2,1,2003-2003
-, (SL),0*,2,1,MKDI Amerasinghe,2,0,2008-2008
0.00, (INDIA),0,1,1,SA Banerjee,0,0,1948-1949
0.00, (ENG),0,1,1,JE Benjamin,0,0,1994-1994
0.00, (SA),0,1,1,GE Bond,0,0,1938-1938
0.00, (NZ),0,2,1,LA Butterfield,0,0,1946-1946
0.00, (ENG),0,1,1,DW Carr,0,0,1909-1909
0.00, (SA),0*,2,1,GA Chevalier,1,0,1970-1970
0.00, (AUS),0,1,1,SP Davis,0,0,1986-1986
0.00, (SA),0,2,1,CD Dixon,0,0,1914-1914
0.00, (SA),0,2,2,JH du Preez,0,0,1967-1967
0.00, (ENG),0,2,1,GF Grace,0,0,1880-1880
-, (SL),0*,2,1,RPW Guneratne,2,0,1983-1983
0.00, (SA),0,1,1,GG Hall,0,0,1965-1965
0.00, (ENG),0,2,1,GM Hamilton,0,0,1999-1999
0.00, (SA),0,1,1,MA Hanley,0,0,1949-1949
0.00, (ENG),0,1,1,GG Hearne,0,0,1892-1892
0.00, (SL),0*,2,1,D Hettiarachchi,1,0,2001-2001
0.00, (AUS),0,1,1,WA Hunt,0,0,1932-1932
0.00, (WI),0*,2,1,AS Jaggernauth,1,0,2008-2008
0.00, (SA),0*,2,1,GA Kempis,1,0,1889-1889
-, (SL),0*,2,2,AK Kuruppuarachchi,2,0,1986-1987
0.00, (NZ),0,1,1,IB Leggat,0,0,1954-1954
0.00, (SA),0,2,1,PT Lewis,0,0,1913-1913
